observation_id,case_id,system_id,replicate,evaluator_id,metric_id,metric_version,score_status,value,numerator,denominator
claude-opus-direct-reservation-ledger-2,reservation-ledger,claude-opus-direct,2,demo-consistency,consistency.satisfied,1,ok,false,,
claude-opus-direct-reservation-ledger-2,reservation-ledger,claude-opus-direct,2,demo-consistency,consistency.residual_count,1,ok,4,,
claude-opus-direct-discount-policy-1,discount-policy,claude-opus-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-direct-discount-policy-1,discount-policy,claude-opus-direct,1,demo-oracle,coverage.statement,1,ok,0.56,,
claude-opus-direct-discount-policy-1,discount-policy,claude-opus-direct,1,demo-oracle,tests.count,1,ok,16,,
claude-opus-direct-discount-policy-1,discount-policy,claude-opus-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-direct-discount-policy-1,discount-policy,claude-opus-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-opus-direct-discount-policy-2,discount-policy,claude-opus-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-opus-direct-discount-policy-2,discount-policy,claude-opus-direct,2,demo-oracle,coverage.statement,1,ok,0.93,,
claude-opus-direct-discount-policy-2,discount-policy,claude-opus-direct,2,demo-oracle,tests.count,1,ok,8,,
claude-opus-direct-discount-policy-2,discount-policy,claude-opus-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-direct-discount-policy-2,discount-policy,claude-opus-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-opus-reviewed-bounded-counter-1,bounded-counter,claude-opus-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-bounded-counter-1,bounded-counter,claude-opus-reviewed,1,demo-oracle,coverage.statement,1,ok,0.89,,
claude-opus-reviewed-bounded-counter-1,bounded-counter,claude-opus-reviewed,1,demo-oracle,tests.count,1,ok,15,,
claude-opus-reviewed-bounded-counter-1,bounded-counter,claude-opus-reviewed,1,demo-consistency,consistency.satisfied,1,ok,false,,
claude-opus-reviewed-bounded-counter-1,bounded-counter,claude-opus-reviewed,1,demo-consistency,consistency.residual_count,1,ok,1,,
claude-opus-reviewed-bounded-counter-2,bounded-counter,claude-opus-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-bounded-counter-2,bounded-counter,claude-opus-reviewed,2,demo-oracle,coverage.statement,1,ok,0.85,,
claude-opus-reviewed-bounded-counter-2,bounded-counter,claude-opus-reviewed,2,demo-oracle,tests.count,1,ok,7,,
claude-opus-reviewed-bounded-counter-2,bounded-counter,claude-opus-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-reviewed-bounded-counter-2,bounded-counter,claude-opus-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-opus-reviewed-library-catalog-1,library-catalog,claude-opus-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-library-catalog-1,library-catalog,claude-opus-reviewed,1,demo-oracle,coverage.statement,1,ok,0.81,,
claude-opus-reviewed-library-catalog-1,library-catalog,claude-opus-reviewed,1,demo-oracle,tests.count,1,ok,14,,
claude-opus-reviewed-library-catalog-1,library-catalog,claude-opus-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-reviewed-library-catalog-1,library-catalog,claude-opus-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-opus-reviewed-library-catalog-2,library-catalog,claude-opus-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-library-catalog-2,library-catalog,claude-opus-reviewed,2,demo-oracle,coverage.statement,1,ok,0.77,,
claude-opus-reviewed-library-catalog-2,library-catalog,claude-opus-reviewed,2,demo-oracle,tests.count,1,ok,6,,
claude-opus-reviewed-library-catalog-2,library-catalog,claude-opus-reviewed,2,demo-consistency,consistency.satisfied,1,ok,false,,
claude-opus-reviewed-library-catalog-2,library-catalog,claude-opus-reviewed,2,demo-consistency,consistency.residual_count,1,ok,4,,
claude-opus-reviewed-temperature-series-1,temperature-series,claude-opus-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-temperature-series-1,temperature-series,claude-opus-reviewed,1,demo-oracle,coverage.statement,1,ok,0.73,,
claude-opus-reviewed-temperature-series-1,temperature-series,claude-opus-reviewed,1,demo-oracle,tests.count,1,ok,13,,
claude-opus-reviewed-temperature-series-1,temperature-series,claude-opus-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-reviewed-temperature-series-1,temperature-series,claude-opus-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-opus-reviewed-temperature-series-2,temperature-series,claude-opus-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-temperature-series-2,temperature-series,claude-opus-reviewed,2,demo-oracle,coverage.statement,1,ok,0.69,,
claude-opus-reviewed-temperature-series-2,temperature-series,claude-opus-reviewed,2,demo-oracle,tests.count,1,ok,20,,
claude-opus-reviewed-temperature-series-2,temperature-series,claude-opus-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-reviewed-temperature-series-2,temperature-series,claude-opus-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-opus-reviewed-route-planner-1,route-planner,claude-opus-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-route-planner-1,route-planner,claude-opus-reviewed,1,demo-oracle,coverage.statement,1,ok,0.65,,
claude-opus-reviewed-route-planner-1,route-planner,claude-opus-reviewed,1,demo-oracle,tests.count,1,ok,12,,
claude-opus-reviewed-route-planner-1,route-planner,claude-opus-reviewed,1,demo-consistency,consistency.satisfied,1,ok,false,,
claude-opus-reviewed-route-planner-1,route-planner,claude-opus-reviewed,1,demo-consistency,consistency.residual_count,1,ok,1,,
claude-opus-reviewed-route-planner-2,route-planner,claude-opus-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-route-planner-2,route-planner,claude-opus-reviewed,2,demo-oracle,coverage.statement,1,not_applicable,,,
claude-opus-reviewed-route-planner-2,route-planner,claude-opus-reviewed,2,demo-oracle,tests.count,1,ok,19,,
claude-opus-reviewed-route-planner-2,route-planner,claude-opus-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-reviewed-route-planner-2,route-planner,claude-opus-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-opus-reviewed-reservation-ledger-1,reservation-ledger,claude-opus-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-reservation-ledger-1,reservation-ledger,claude-opus-reviewed,1,demo-oracle,coverage.statement,1,ok,0.57,,
claude-opus-reviewed-reservation-ledger-1,reservation-ledger,claude-opus-reviewed,1,demo-oracle,tests.count,1,ok,11,,
claude-opus-reviewed-reservation-ledger-1,reservation-ledger,claude-opus-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-reviewed-reservation-ledger-1,reservation-ledger,claude-opus-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-opus-reviewed-reservation-ledger-2,reservation-ledger,claude-opus-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-opus-reviewed-reservation-ledger-2,reservation-ledger,claude-opus-reviewed,2,demo-oracle,coverage.statement,1,ok,0.94,,
claude-opus-reviewed-reservation-ledger-2,reservation-ledger,claude-opus-reviewed,2,demo-oracle,tests.count,1,ok,18,,
claude-opus-reviewed-reservation-ledger-2,reservation-ledger,claude-opus-reviewed,2,demo-consistency,consistency.satisfied,1,ok,false,,
claude-opus-reviewed-reservation-ledger-2,reservation-ledger,claude-opus-reviewed,2,demo-consistency,consistency.residual_count,1,ok,4,,
claude-opus-reviewed-discount-policy-1,discount-policy,claude-opus-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-opus-reviewed-discount-policy-1,discount-policy,claude-opus-reviewed,1,demo-oracle,coverage.statement,1,ok,0.9,,
claude-opus-reviewed-discount-policy-1,discount-policy,claude-opus-reviewed,1,demo-oracle,tests.count,1,ok,10,,
claude-opus-reviewed-discount-policy-1,discount-policy,claude-opus-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-reviewed-discount-policy-1,discount-policy,claude-opus-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-opus-reviewed-discount-policy-2,discount-policy,claude-opus-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-opus-reviewed-discount-policy-2,discount-policy,claude-opus-reviewed,2,demo-oracle,coverage.statement,1,ok,0.86,,
claude-opus-reviewed-discount-policy-2,discount-policy,claude-opus-reviewed,2,demo-oracle,tests.count,1,ok,17,,
claude-opus-reviewed-discount-policy-2,discount-policy,claude-opus-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-opus-reviewed-discount-policy-2,discount-policy,claude-opus-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-direct-bounded-counter-1,bounded-counter,claude-sonnet-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-direct-bounded-counter-1,bounded-counter,claude-sonnet-direct,1,demo-oracle,coverage.statement,1,ok,0.82,,
claude-sonnet-direct-bounded-counter-1,bounded-counter,claude-sonnet-direct,1,demo-oracle,tests.count,1,ok,9,,
claude-sonnet-direct-bounded-counter-1,bounded-counter,claude-sonnet-direct,1,demo-consistency,consistency.satisfied,1,ok,false,,
claude-sonnet-direct-bounded-counter-1,bounded-counter,claude-sonnet-direct,1,demo-consistency,consistency.residual_count,1,ok,1,,
claude-sonnet-direct-bounded-counter-2,bounded-counter,claude-sonnet-direct,2,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-direct-bounded-counter-2,bounded-counter,claude-sonnet-direct,2,demo-oracle,coverage.statement,1,ok,0.78,,
claude-sonnet-direct-bounded-counter-2,bounded-counter,claude-sonnet-direct,2,demo-oracle,tests.count,1,ok,16,,
claude-sonnet-direct-bounded-counter-2,bounded-counter,claude-sonnet-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-direct-bounded-counter-2,bounded-counter,claude-sonnet-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-direct-library-catalog-1,library-catalog,claude-sonnet-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-direct-library-catalog-1,library-catalog,claude-sonnet-direct,1,demo-oracle,coverage.statement,1,ok,0.74,,
claude-sonnet-direct-library-catalog-1,library-catalog,claude-sonnet-direct,1,demo-oracle,tests.count,1,ok,8,,
claude-sonnet-direct-library-catalog-1,library-catalog,claude-sonnet-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-direct-library-catalog-1,library-catalog,claude-sonnet-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-direct-library-catalog-2,library-catalog,claude-sonnet-direct,2,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-direct-library-catalog-2,library-catalog,claude-sonnet-direct,2,demo-oracle,coverage.statement,1,ok,0.7,,
claude-sonnet-direct-library-catalog-2,library-catalog,claude-sonnet-direct,2,demo-oracle,tests.count,1,ok,15,,
claude-sonnet-direct-library-catalog-2,library-catalog,claude-sonnet-direct,2,demo-consistency,consistency.satisfied,1,ok,false,,
claude-sonnet-direct-library-catalog-2,library-catalog,claude-sonnet-direct,2,demo-consistency,consistency.residual_count,1,ok,4,,
claude-sonnet-direct-temperature-series-1,temperature-series,claude-sonnet-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-direct-temperature-series-1,temperature-series,claude-sonnet-direct,1,demo-oracle,coverage.statement,1,ok,0.66,,
claude-sonnet-direct-temperature-series-1,temperature-series,claude-sonnet-direct,1,demo-oracle,tests.count,1,ok,7,,
claude-sonnet-direct-temperature-series-1,temperature-series,claude-sonnet-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-direct-temperature-series-1,temperature-series,claude-sonnet-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-direct-temperature-series-2,temperature-series,claude-sonnet-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-sonnet-direct-temperature-series-2,temperature-series,claude-sonnet-direct,2,demo-oracle,coverage.statement,1,ok,0.62,,
claude-sonnet-direct-temperature-series-2,temperature-series,claude-sonnet-direct,2,demo-oracle,tests.count,1,ok,14,,
claude-sonnet-direct-temperature-series-2,temperature-series,claude-sonnet-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-direct-temperature-series-2,temperature-series,claude-sonnet-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-direct-route-planner-1,route-planner,claude-sonnet-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-direct-route-planner-1,route-planner,claude-sonnet-direct,1,demo-oracle,coverage.statement,1,ok,0.58,,
claude-sonnet-direct-route-planner-1,route-planner,claude-sonnet-direct,1,demo-oracle,tests.count,1,ok,6,,
claude-sonnet-direct-route-planner-1,route-planner,claude-sonnet-direct,1,demo-consistency,consistency.satisfied,1,ok,false,,
claude-sonnet-direct-route-planner-1,route-planner,claude-sonnet-direct,1,demo-consistency,consistency.residual_count,1,ok,1,,
claude-sonnet-direct-route-planner-2,route-planner,claude-sonnet-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-sonnet-direct-route-planner-2,route-planner,claude-sonnet-direct,2,demo-oracle,coverage.statement,1,not_applicable,,,
claude-sonnet-direct-route-planner-2,route-planner,claude-sonnet-direct,2,demo-oracle,tests.count,1,ok,13,,
claude-sonnet-direct-route-planner-2,route-planner,claude-sonnet-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-direct-route-planner-2,route-planner,claude-sonnet-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-direct-reservation-ledger-1,reservation-ledger,claude-sonnet-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-direct-reservation-ledger-1,reservation-ledger,claude-sonnet-direct,1,demo-oracle,coverage.statement,1,ok,0.91,,
claude-sonnet-direct-reservation-ledger-1,reservation-ledger,claude-sonnet-direct,1,demo-oracle,tests.count,1,ok,20,,
claude-sonnet-direct-reservation-ledger-1,reservation-ledger,claude-sonnet-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-direct-reservation-ledger-1,reservation-ledger,claude-sonnet-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-direct-reservation-ledger-2,reservation-ledger,claude-sonnet-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-sonnet-direct-reservation-ledger-2,reservation-ledger,claude-sonnet-direct,2,demo-oracle,coverage.statement,1,ok,0.87,,
claude-sonnet-direct-reservation-ledger-2,reservation-ledger,claude-sonnet-direct,2,demo-oracle,tests.count,1,ok,12,,
claude-sonnet-direct-reservation-ledger-2,reservation-ledger,claude-sonnet-direct,2,demo-consistency,consistency.satisfied,1,ok,false,,
claude-sonnet-direct-reservation-ledger-2,reservation-ledger,claude-sonnet-direct,2,demo-consistency,consistency.residual_count,1,ok,4,,
claude-sonnet-direct-discount-policy-1,discount-policy,claude-sonnet-direct,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-direct-discount-policy-1,discount-policy,claude-sonnet-direct,1,demo-oracle,coverage.statement,1,ok,0.83,,
claude-sonnet-direct-discount-policy-1,discount-policy,claude-sonnet-direct,1,demo-oracle,tests.count,1,ok,19,,
claude-sonnet-direct-discount-policy-1,discount-policy,claude-sonnet-direct,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-direct-discount-policy-1,discount-policy,claude-sonnet-direct,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-direct-discount-policy-2,discount-policy,claude-sonnet-direct,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-sonnet-direct-discount-policy-2,discount-policy,claude-sonnet-direct,2,demo-oracle,coverage.statement,1,ok,0.79,,
claude-sonnet-direct-discount-policy-2,discount-policy,claude-sonnet-direct,2,demo-oracle,tests.count,1,ok,11,,
claude-sonnet-direct-discount-policy-2,discount-policy,claude-sonnet-direct,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-direct-discount-policy-2,discount-policy,claude-sonnet-direct,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-reviewed-bounded-counter-1,bounded-counter,claude-sonnet-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-reviewed-bounded-counter-1,bounded-counter,claude-sonnet-reviewed,1,demo-oracle,coverage.statement,1,ok,0.75,,
claude-sonnet-reviewed-bounded-counter-1,bounded-counter,claude-sonnet-reviewed,1,demo-oracle,tests.count,1,ok,18,,
claude-sonnet-reviewed-bounded-counter-1,bounded-counter,claude-sonnet-reviewed,1,demo-consistency,consistency.satisfied,1,ok,false,,
claude-sonnet-reviewed-bounded-counter-1,bounded-counter,claude-sonnet-reviewed,1,demo-consistency,consistency.residual_count,1,ok,1,,
claude-sonnet-reviewed-bounded-counter-2,bounded-counter,claude-sonnet-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-reviewed-bounded-counter-2,bounded-counter,claude-sonnet-reviewed,2,demo-oracle,coverage.statement,1,ok,0.71,,
claude-sonnet-reviewed-bounded-counter-2,bounded-counter,claude-sonnet-reviewed,2,demo-oracle,tests.count,1,ok,10,,
claude-sonnet-reviewed-bounded-counter-2,bounded-counter,claude-sonnet-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-reviewed-bounded-counter-2,bounded-counter,claude-sonnet-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-reviewed-library-catalog-1,library-catalog,claude-sonnet-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-reviewed-library-catalog-1,library-catalog,claude-sonnet-reviewed,1,demo-oracle,coverage.statement,1,ok,0.67,,
claude-sonnet-reviewed-library-catalog-1,library-catalog,claude-sonnet-reviewed,1,demo-oracle,tests.count,1,ok,17,,
claude-sonnet-reviewed-library-catalog-1,library-catalog,claude-sonnet-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-reviewed-library-catalog-1,library-catalog,claude-sonnet-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-reviewed-library-catalog-2,library-catalog,claude-sonnet-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-reviewed-library-catalog-2,library-catalog,claude-sonnet-reviewed,2,demo-oracle,coverage.statement,1,ok,0.63,,
claude-sonnet-reviewed-library-catalog-2,library-catalog,claude-sonnet-reviewed,2,demo-oracle,tests.count,1,ok,9,,
claude-sonnet-reviewed-library-catalog-2,library-catalog,claude-sonnet-reviewed,2,demo-consistency,consistency.satisfied,1,ok,false,,
claude-sonnet-reviewed-library-catalog-2,library-catalog,claude-sonnet-reviewed,2,demo-consistency,consistency.residual_count,1,ok,4,,
claude-sonnet-reviewed-temperature-series-1,temperature-series,claude-sonnet-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-reviewed-temperature-series-1,temperature-series,claude-sonnet-reviewed,1,demo-oracle,coverage.statement,1,ok,0.59,,
claude-sonnet-reviewed-temperature-series-1,temperature-series,claude-sonnet-reviewed,1,demo-oracle,tests.count,1,ok,16,,
claude-sonnet-reviewed-temperature-series-1,temperature-series,claude-sonnet-reviewed,1,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-reviewed-temperature-series-1,temperature-series,claude-sonnet-reviewed,1,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-reviewed-temperature-series-2,temperature-series,claude-sonnet-reviewed,2,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-reviewed-temperature-series-2,temperature-series,claude-sonnet-reviewed,2,demo-oracle,coverage.statement,1,ok,0.55,,
claude-sonnet-reviewed-temperature-series-2,temperature-series,claude-sonnet-reviewed,2,demo-oracle,tests.count,1,ok,8,,
claude-sonnet-reviewed-temperature-series-2,temperature-series,claude-sonnet-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-reviewed-temperature-series-2,temperature-series,claude-sonnet-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-reviewed-route-planner-1,route-planner,claude-sonnet-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-reviewed-route-planner-1,route-planner,claude-sonnet-reviewed,1,demo-oracle,coverage.statement,1,ok,0.92,,
claude-sonnet-reviewed-route-planner-1,route-planner,claude-sonnet-reviewed,1,demo-oracle,tests.count,1,ok,15,,
claude-sonnet-reviewed-route-planner-1,route-planner,claude-sonnet-reviewed,1,demo-consistency,consistency.satisfied,1,ok,false,,
claude-sonnet-reviewed-route-planner-1,route-planner,claude-sonnet-reviewed,1,demo-consistency,consistency.residual_count,1,ok,1,,
claude-sonnet-reviewed-route-planner-2,route-planner,claude-sonnet-reviewed,2,demo-oracle,oracle.satisfied,1,ok,false,,
claude-sonnet-reviewed-route-planner-2,route-planner,claude-sonnet-reviewed,2,demo-oracle,coverage.statement,1,not_applicable,,,
claude-sonnet-reviewed-route-planner-2,route-planner,claude-sonnet-reviewed,2,demo-oracle,tests.count,1,ok,7,,
claude-sonnet-reviewed-route-planner-2,route-planner,claude-sonnet-reviewed,2,demo-consistency,consistency.satisfied,1,ok,true,,
claude-sonnet-reviewed-route-planner-2,route-planner,claude-sonnet-reviewed,2,demo-consistency,consistency.residual_count,1,ok,0,,
claude-sonnet-reviewed-reservation-ledger-1,reservation-ledger,claude-sonnet-reviewed,1,demo-oracle,oracle.satisfied,1,ok,true,,
claude-sonnet-reviewed-reservation-ledger-1,reservation-ledger,claude-sonnet-reviewed,1,demo-oracle,coverage.statement,1,ok,0.84,,
